"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","Name","comp01_club","comp01_dq","comp01_won"
"Master 1","Male","BLUE","Feather","FIGHT 6","Sat","09/03","10:22 AM",2,"31",182,"Jayson Charles R Justo","Mano Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"7",183,"Matthew David Fender","Easton BJJ",0,1
"Master 1","Male","BLUE","Feather","FIGHT 13","Sat","09/03","11:10 AM",1,"2",184,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 23","Sat","09/03","12:23 PM",2,"8",185,"Joshua Alan Beam","Brasa CTA",0,0
"Master 1","Male","BLUE","Feather","FIGHT 9","Sat","09/03","10:34 AM",2,"27",186,"Josef F E Jacinto","Lansang Brazilian Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"2",187,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"27",188,"Josef F E Jacinto","Lansang Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 15","Sat","09/03","11:29 AM",2,"15",189,"Oscar A Martinez Flores","Ralph Gracie",0,0
"Master 1","Male","BLUE","Feather","FIGHT 20","Sat","09/03","11:59 AM",1,"8",190,"Joshua Alan Beam","Brasa CTA",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"15",191,"Oscar A Martinez Flores","Ralph Gracie",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"8",192,"Joshua Alan Beam","Brasa CTA",0,1
"Master 1","Male","BLUE","Feather","FIGHT 14","Sat","09/03","11:03 AM",2,"22",193,"Sean Christopher Harvey Jr","Alliance Jiu-Jitsu",1,0
"Master 1","Male","BLUE","Feather","FIGHT 16","Sat","09/03","11:36 AM",2,"19",194,"Shawn Michael Borla Arcilla","Maui Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"22",195,"Sean Christopher Harvey Jr","Alliance Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"19",196,"Shawn Michael Borla Arcilla","Maui Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 29","Sat","09/03","12:56 PM",1,"2",197,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 25","Sat","09/03","12:15 PM",2,"32",198,"Jarett Colin Conner","Barum Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","FIGHT 25","Sat","09/03","12:39 PM",1,"2",199,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:30 AM",1,"31",200,"Joseph Mark Horton","Ares BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:44 AM",2,"27",201,"Luke Aaron Molino","British Army BJJ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","10:00 AM",1,"2",202,"Christopher Stanley Zelaya","Art of Jiu Jitsu",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 13","Fri","09/02","11:08 AM",1,"19",203,"Tomás Andrés Baeza Macias","Cohab Chile",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:38 AM",2,"7",204,"Kondwani M Khonje","G13 BJJ USA",1,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"2",205,"Christopher Stanley Zelaya","Art of Jiu Jitsu",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"7",206,"Kondwani M Khonje","G13 BJJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:36 AM",2,"23",207,"Rubi Nguyen Ngo","CheckMat",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 11","Fri","09/02","10:51 AM",1,"19",208,"Tomás Andrés Baeza Macias","Cohab Chile",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:51 AM",1,"23",209,"Rubi Nguyen Ngo","CheckMat",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:03 AM",1,"19",210,"Tomás Andrés Baeza Macias","Cohab Chile",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","10:09 AM",2,"15",211,"Landon Reese Yoshimura","Nova União",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:20 AM",2,"11",212,"Kenney Huang","Pablo Silva BJJ",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"15",213,"Landon Reese Yoshimura","Nova União",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"11",214,"Kenney Huang","Pablo Silva BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:43 AM",2,"30",215,"Kyle Robert Shea","Subconscious BJJ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:51 AM",2,"25",216,"Paul Elizondo Jr","R1NG BJJ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","10:06 AM",1,"3",217,"Kenny C Nguyen","One Jiu-Jitsu USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 14","Fri","09/02","10:57 AM",2,"9",218,"Orlando Valenzuela","Brazilian Top Team",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 7","Fri","09/02","10:17 AM",1,"5",219,"Anthony Maurice Patrick","Yamasaki Academy",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"3",220,"Kenny C Nguyen","One Jiu-Jitsu USA",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"5",221,"Anthony Maurice Patrick","Yamasaki Academy",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 9","Fri","09/02","10:25 AM",1,"37",222,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:33 AM",1,"9",223,"Orlando Valenzuela","Brazilian Top Team",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:35 AM",2,"21",224,"Sean Goodspeed Paul","GF Team",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:37 AM",2,"17",225,"Christopher Raywat Durso","Baret Submissions USA",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","09:59 AM",2,"13",226,"Karimibn Abdullah Sabree","Atos Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:15 AM",1,"9",227,"Orlando Valenzuela","Brazilian Top Team",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"13",228,"Karimibn Abdullah Sabree","Atos Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"9",229,"Orlando Valenzuela","Brazilian Top Team",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:30 AM",1,"29",230,"Leonardo Garcia Dias","Art of Jiu Jitsu",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","09:55 AM",2,"26",231,"Micah Edwin Johnson","Cascao Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","09:49 AM",1,"4",232,"Kevin Gregory Sales","Renzo Gracie Academy",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 14","Fri","09/02","10:58 AM",1,"10",233,"Aren Simon Besson","G13 BJJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 7","Fri","09/02","10:07 AM",1,"6",234,"Enea Lapa","Xcell Jiu-Jitsu Academy",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"4",235,"Kevin Gregory Sales","Renzo Gracie Academy",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"6",236,"Enea Lapa","Xcell Jiu-Jitsu Academy",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 11","Fri","09/02","10:35 AM",2,"22",237,"Ryan Vincent Willard","Badger Style BJJ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:20 AM",1,"10",238,"Aren Simon Besson","G13 BJJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:45 AM",1,"22",239,"Ryan Vincent Willard","Badger Style BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:36 AM",2,"18",240,"Brian Andres Ocon","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:31 AM",2,"14",241,"Daniel Timothy Cockerill II","Charlotte Jiu-Jitsu Academy",1,0
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:03 AM",1,"10",242,"Aren Simon Besson","G13 BJJ USA",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"14",243,"Daniel Timothy Cockerill II","Charlotte Jiu-Jitsu Academy",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"10",244,"Aren Simon Besson","G13 BJJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:30 AM",1,"28",245,"Logan Anderson","Nova União",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","09:50 AM",1,"32",246,"Jose Serral","Association Aranha",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:06 AM",1,"8",247,"Rico David Lopez","Carlson Gracie Team",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 14","Fri","09/02","11:01 AM",2,"32",248,"Jose Serral","Association Aranha",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 7","Fri","09/02","10:15 AM",2,"1",249,"Ricardo Viayra","Gracie Barra",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"8",250,"Rico David Lopez","Carlson Gracie Team",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"1",251,"Ricardo Viayra","Gracie Barra",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:43 AM",1,"36",252,"Icaro Guimarães","Atos JJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:20 AM",2,"24",253,"Pedro Braga Palmier","R1NG BJJ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:43 AM",2,"20",254,"Sean Michael Willick","GF Team International",1,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"16",255,"Everett Welch","BJJ Revolution Team",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 9","Fri","09/02","10:33 AM",2,"12",256,"Pedro Henrique Vilhena Duarte","Atos Jiu-Jitsu",1,0
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","09:57 AM",1,"24",257,"Pedro Braga Palmier","R1NG BJJ",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"12",258,"Pedro Henrique Vilhena Duarte","Atos Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"24",259,"Pedro Braga Palmier","R1NG BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 20","Fri","09/02","11:56 AM",1,"36",260,"Icaro Guimarães","Atos JJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 19","Fri","09/02","11:34 AM",1,"37",261,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 16","Fri","09/02","11:23 AM",1,"36",262,"Icaro Guimarães","Atos JJ USA",0,1
"Master 1","Male","BROWN","Feather","FIGHT 3","Thu","09/01","10:07 AM",2,"26",263,"Patrick Thomas Kelly","CheckMat",0,0
"Master 1","Male","BROWN","Feather","FIGHT 1","Thu","09/01","09:33 AM",2,"29",264,"Raza Abbas Kazmi","R1NG BJJ",0,0
"Master 1","Male","BROWN","Feather","FIGHT 5","Thu","09/01","10:25 AM",2,"6",265,"Marcos Gonzalez Rubio Curi de Castro","Alliance ",0,0
"Master 1","Male","BROWN","Feather","FIGHT 13","Thu","09/01","11:41 AM",1,"38",266,"Jason Arreola","One Jiu-Jitsu USA",0,1
"Master 1","Male","BROWN","Feather","FIGHT 4","Thu","09/01","10:14 AM",2,"4",267,"Gedielson Fernandes Rodrigues","Zenith BJJ",0,0
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"6",268,"Marcos Gonzalez Rubio Curi de Castro","Alliance ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"4",269,"Gedielson Fernandes Rodrigues","Zenith BJJ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 8","Thu","09/01","11:04 AM",2,"33",270,"Miguel J Diaz","Renzo Gracie Academy",0,0
"Master 1","Male","BROWN","Feather","FIGHT 7","Thu","09/01","10:37 AM",2,"14",271,"Jose Alejandro A Neri","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Feather","FIGHT 1","Thu","09/01","09:39 AM",2,"18",272,"Robert Chao","Milestone Martial Arts",0,0
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"14",273,"Jose Alejandro A Neri","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Feather","FIGHT 6","Thu","09/01","10:29 AM",2,"10",274,"Andrew McGahon","ACTJJ International",1,0
"Master 1","Male","BROWN","Feather","FIGHT 2","Thu","09/01","09:47 AM",2,"23",275,"Ryne Logan Yoshimura","Nova União",0,0
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"10",276,"Andrew McGahon","ACTJJ International",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"23",277,"Ryne Logan Yoshimura","Nova União",0,1
"Master 1","Male","BROWN","Feather","FIGHT 2","Thu","09/01","09:47 AM",2,"32",278,"Nicholas Spencer Johnson","McVicker's Brazilian Jiu Jitsu",0,0
"Master 1","Male","BROWN","Feather","FIGHT 5","Thu","09/01","10:18 AM",1,"28",279,"Stephen Adam Rodriguez","Daniel Tavares Academy",0,1
"Master 1","Male","BROWN","Feather","FIGHT 7","Thu","09/01","10:30 AM",1,"1",280,"Roothchild St Germain","Cicero Costha Internacional",0,1
"Master 1","Male","BROWN","Feather","FIGHT 14","Thu","09/01","11:46 AM",2,"20",281,"James Martin Chancey","Rodrigo Pinheiro BJJ",0,0
"Master 1","Male","BROWN","Feather","FIGHT 6","Thu","09/01","10:22 AM",1,"8",282,"Corey James Stockton","Paragon Brazilian Jiu Jitsu Austin",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"1",283,"Roothchild St Germain","Cicero Costha Internacional",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"8",284,"Corey James Stockton","Paragon Brazilian Jiu Jitsu Austin",0,1
"Master 1","Male","BROWN","Feather","FIGHT 10","Thu","09/01","11:09 AM",2,"24",285,"Kohlby Anthony Hollingsworth","SBG International (SBGI)",0,0
"Master 1","Male","BROWN","Feather","FIGHT 8","Thu","09/01","10:38 AM",1,"20",286,"James Martin Chancey","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"16",287,"Cheyenne Lee Childress","MidSouth Elite BJJ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"12",288,"Mark L Wilson Jr","Lotus Club USA",0,1
"Master 1","Male","BROWN","Feather","FIGHT 4","Thu","09/01","10:14 AM",1,"24",289,"Kohlby Anthony Hollingsworth","SBG International (SBGI)",0,1
"Master 1","Male","BROWN","Feather","FIGHT 3","Thu","09/01","10:08 AM",1,"20",290,"James Martin Chancey","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"24",291,"Kohlby Anthony Hollingsworth","SBG International (SBGI)",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"20",292,"James Martin Chancey","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 1","Thu","09/01","09:45 AM",1,"25",293,"Eduardo Joel Carrasquillo","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Feather","FIGHT 3","Thu","09/01","09:49 AM",2,"30",294,"Pedro Rafael Lopes Loureiro","Associação Pantera House Jiu-jitsu",1,0
"Master 1","Male","BROWN","Feather","FIGHT 3","Thu","09/01","10:21 AM",1,"5",295,"Chad Edward Myers","Armyfighter Combatives",0,1
"Master 1","Male","BROWN","Feather","FIGHT 13","Thu","09/01","11:56 AM",1,"21",296,"Benjamin P Dall","TAC Team BJJ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 2","Thu","09/01","10:09 AM",1,"3",297,"Benjamin Taylor Bieker","R1NG BJJ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"5",298,"Chad Edward Myers","Armyfighter Combatives",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"3",299,"Benjamin Taylor Bieker","R1NG BJJ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 9","Thu","09/01","11:26 AM",2,"17",300,"Pedro Eduardo Hermosa Jr","Pablo Silva BJJ",0,0
"Master 1","Male","BROWN","Feather","FIGHT 5","Thu","09/01","10:41 AM",1,"21",301,"Benjamin P Dall","TAC Team BJJ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 6","Thu","09/01","10:41 AM",1,"17",302,"Pedro Eduardo Hermosa Jr","Pablo Silva BJJ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"13",303,"Timothy Michael McNamara","Renzo Gracie Academy",0,1
"Master 1","Male","BROWN","Feather","FIGHT 7","Thu","09/01","11:02 AM",2,"9",304,"Mathaeus Christian Myga","Sim Go Academy",0,0
"Master 1","Male","BROWN","Feather","FIGHT 4","Thu","09/01","10:36 AM",1,"21",305,"Benjamin P Dall","TAC Team BJJ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"9",306,"Mathaeus Christian Myga","Sim Go Academy",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"21",307,"Benjamin P Dall","TAC Team BJJ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 2","Thu","09/01","09:45 AM",2,"31",308,"Oscar Estuardo C Marin","Alliance Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Feather","FIGHT 1","Thu","09/01","09:37 AM",1,"27",309,"Steven K Dailey","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Feather","FIGHT 8","Thu","09/01","10:59 AM",2,"2",310,"Michael Rosenberg","EJD - RGT",1,0
"Master 1","Male","BROWN","Feather","FIGHT 12","Thu","09/01","11:53 AM",1,"11",311,"Zachary Ryan Levitetz","Winners Training Center",0,1
"Master 1","Male","BROWN","Feather","FIGHT 4","Thu","09/01","10:15 AM",2,"7",312,"Raphael Vieira Ultra Carneiro","Alliance International ",0,0
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"2",313,"Michael Rosenberg","EJD - RGT",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"7",314,"Raphael Vieira Ultra Carneiro","Alliance International ",0,1
"Master 1","Male","BROWN","Feather","FIGHT 10","Thu","09/01","11:13 AM",2,"15",315,"Daniel Nicolas Oddone","GF Team",0,0
"Master 1","Male","BROWN","Feather","FIGHT 7","Thu","09/01","10:39 AM",1,"11",316,"Zachary Ryan Levitetz","Winners Training Center",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"15",317,"Daniel Nicolas Oddone","GF Team",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"11",318,"Zachary Ryan Levitetz","Winners Training Center",0,1
"Master 1","Male","BROWN","Feather","FIGHT 5","Thu","09/01","10:13 AM",2,"22",319,"Paul Vang","Alliance ",0,0
"Master 1","Male","BROWN","Feather","FIGHT 6","Thu","09/01","10:23 AM",2,"19",320,"Dhruva Abhaisingh","Xcell Jiu-Jitsu Academy",0,0
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"22",321,"Paul Vang","Alliance ",0,1
"Master 1","Male","BROWN","Feather","BYE","BYE","BYE","BYE",1,"19",322,"Dhruva Abhaisingh","Xcell Jiu-Jitsu Academy",0,1
"Master 1","Male","BROWN","Feather","FIGHT 19","Thu","09/01","12:37 PM",1,"11",323,"Zachary Ryan Levitetz","Winners Training Center",0,1
"Master 1","Male","BROWN","Feather","FIGHT 15","Thu","09/01","11:57 AM",2,"1",324,"Roothchild St Germain","Cicero Costha Internacional",0,0
"Master 1","Male","BROWN","Feather","FIGHT 16","Thu","09/01","12:15 PM",1,"11",325,"Zachary Ryan Levitetz","Winners Training Center",0,1
"Master 1","Male","BLACK","Feather","FIGHT 1","Thu","09/01","09:36 AM",1,"1",326,"Felipe Linhares Arruda","Alliance ",0,1
"Master 1","Male","BLACK","Feather","FIGHT 2","Thu","09/01","09:50 AM",2,"4",327,"Kevin Wheeler","Cicero Costha Internacional",1,0
"Master 1","Male","BLACK","Feather","FIGHT 4","Thu","09/01","10:10 AM",2,"16",328,"Brandon Woodly Walensky","Gracie Allegiance",0,0
"Master 1","Male","BLACK","Feather","FIGHT 14","Thu","09/01","11:21 AM",2,"18",329,"Mayko de Araujo Girotto Borges","CheckMat",0,0
"Master 1","Male","BLACK","Feather","FIGHT 5","Thu","09/01","10:07 AM",1,"BYE",330,"BYE","BYE",0,1
"Master 1","Male","BLACK","Feather","FIGHT 3","Thu","09/01","09:51 AM",1,"16",331,"Brandon Woodly Walensky","Gracie Allegiance",0,1
"Master 1","Male","BLACK","Feather","FIGHT 3","Thu","09/01","10:07 AM",0,"14",332,"Ramsey Kevin Green","Ares/Phoenix BJJ",1,0
"Master 1","Male","BLACK","Feather","FIGHT 9","Thu","09/01","10:37 AM",2,"28",333,"Munkhbayar Altantugs","Equilibrium Mixed Martial Arts",0,0
"Master 1","Male","BLACK","Feather","FIGHT 8","Thu","09/01","10:24 AM",1,"18",334,"Mayko de Araujo Girotto Borges","CheckMat",0,1
"Master 1","Male","BLACK","Feather","FIGHT 2","Thu","09/01","09:43 AM",2,"8",335,"Ermilio Lucas Ferreira Lima","Soul Fighters BJJ",0,0
"Master 1","Male","BLACK","Feather","FIGHT 4","Thu","09/01","10:12 AM",0,"6",336,"Gabriel Marangoni de Oliveira","Brasa CTA",1,0
"Master 1","Male","BLACK","Feather","FIGHT 6","Thu","09/01","10:19 AM",2,"11",337,"Maurício Faleta Fernandes","Nova União",0,0
"Master 1","Male","BLACK","Feather","FIGHT 6","Thu","09/01","10:12 AM",1,"18",338,"Mayko de Araujo Girotto Borges","CheckMat",0,1
"Master 1","Male","BLACK","Feather","FIGHT 5","Thu","09/01","10:17 AM",1,"11",339,"Maurício Faleta Fernandes","Nova União",0,1
"Master 1","Male","BLACK","Feather","FIGHT 1","Thu","09/01","09:36 AM",2,"9",340,"Samir José Chantre Dahás","Ares BJJ",0,0
"Master 1","Male","BLACK","Feather","FIGHT 1","Thu","09/01","09:36 AM",1,"2",341,"Silvio Duran de Barros Saraiva","Nova União",0,1
"Master 1","Male","BLACK","Feather","FIGHT 1","Thu","09/01","09:36 AM",1,"3",342,"Esdras Félix Bezerra Júnior","Ares BJJ",0,1
"Master 1","Male","BLACK","Feather","FIGHT 4","Thu","09/01","10:10 AM",2,"15",343,"Nicolas Ignacio Ponce Gallegos","Cicero Costha Internacional",0,0
"Master 1","Male","BLACK","Feather","FIGHT 12","Thu","09/01","12:01 PM",2,"3",344,"Esdras Félix Bezerra Júnior","Ares BJJ",0,0
"Master 1","Male","BLACK","Feather","FIGHT 5","Thu","09/01","10:09 AM",2,"13",345,"Thiago Cintra Vieira Brito","G13 BJJ USA",0,0
"Master 1","Male","BLACK","Feather","FIGHT 3","Thu","09/01","09:52 AM",1,"15",346,"Nicolas Ignacio Ponce Gallegos","Cicero Costha Internacional",0,1
"Master 1","Male","BLACK","Feather","FIGHT 2","Thu","09/01","09:44 AM",1,"13",347,"Thiago Cintra Vieira Brito","G13 BJJ USA",0,1
"Master 1","Male","BLACK","Feather","FIGHT 9","Thu","09/01","10:47 AM",2,"12",348,"Jordan Tomas Gomez","Free World Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Feather","FIGHT 8","Thu","09/01","10:40 AM",2,"10",349,"Thiago da Rocha Gomes Calixto","Atos Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Feather","FIGHT 2","Thu","09/01","09:43 AM",1,"7",350,"Suraj Kumar Budhram","Fight Sports",0,1
"Master 1","Male","BLACK","Feather","FIGHT 3","Thu","09/01","09:51 AM",1,"5",351,"Eduardo Micael Bastezini","Gracie Barra",0,1
"Master 1","Male","BLACK","Feather","FIGHT 7","Thu","09/01","10:24 AM",1,"12",352,"Jordan Tomas Gomez","Free World Jiu-Jitsu",0,1
"Master 1","Male","BLACK","Feather","FIGHT 6","Thu","09/01","10:17 AM",1,"10",353,"Thiago da Rocha Gomes Calixto","Atos Jiu-Jitsu",0,1
"Master 1","Male","BLACK","Feather","FIGHT 6","Thu","09/01","10:18 AM",1,"12",354,"Jordan Tomas Gomez","Free World Jiu-Jitsu",0,1
